Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/25/20 08:40,0.0311446,,2/25/20 08:40,0.0136825,,2/25/20 08:40,0.0049788,,2/25/20 08:40,0.3808109,,2/25/20 08:40,0.0059906,,2/25/20 08:41,67.59485168,,2/25/20 08:40,0.0381322,,2/25/20 08:40,0.0175282,,2/25/20 08:40,0.0050011,,2/25/20 08:41,67.59485168,,2/25/20 08:40,0.0074722,,2/25/20 08:40,0.3806991,,2/25/20 08:41,3.140610456
2/25/20 08:50,0.0354823,,2/25/20 08:50,0.0145997,,2/25/20 08:50,0.0022748,,2/25/20 08:50,0.3611325,,2/25/20 08:50,0.0047967,,2/25/20 08:50,67.49277496,,2/25/20 08:50,0.0347805,,2/25/20 08:50,0.0136011,,2/25/20 08:50,0.0049283,,2/25/20 08:50,67.49277496,,2/25/20 08:50,0.0044198,,2/25/20 08:50,0.350314,,2/25/20 08:50,3.140708208
2/25/20 09:00,0.0355194,,2/25/20 09:00,0.015155,,2/25/20 09:00,0.0024831,,2/25/20 09:00,0.3787336,,2/25/20 09:00,0.0045044,,2/25/20 09:00,67.49277496,,2/25/20 09:00,0.0355369,,2/25/20 09:00,0.0131369,,2/25/20 09:00,0.0044949,,2/25/20 09:00,67.49277496,,2/25/20 09:00,0.0036778,,2/25/20 09:00,0.3509542,,2/25/20 09:00,3.140415192
2/25/20 09:09,0.0372534,,2/25/20 09:09,0.0146412,,2/25/20 09:09,0.0057165,,2/25/20 09:09,0.3891531,,2/25/20 09:09,0.0044643,,2/25/20 09:10,67.76495438,,2/25/20 09:09,0.0279728,,2/25/20 09:09,0.0133468,,2/25/20 09:09,0.0048218,,2/25/20 09:10,67.76495438,,2/25/20 09:09,0.0036968,,2/25/20 09:09,0.3577231,,2/25/20 09:10,3.140219927
2/25/20 09:19,0.0386678,,2/25/20 09:19,0.0145693,,2/25/20 09:19,0.0038862,,2/25/20 09:19,0.3696917,,2/25/20 09:19,0.0052334,,2/25/20 09:20,67.66287766,,2/25/20 09:19,0.0330458,,2/25/20 09:19,0.0164734,,2/25/20 09:19,0.0046975,,2/25/20 09:20,67.66287766,,2/25/20 09:19,0.0041011,,2/25/20 09:19,0.3642937,,2/25/20 09:20,3.140024424
2/25/20 09:29,0.0328286,,2/25/20 09:29,0.0133642,,2/25/20 09:29,0.0042908,,2/25/20 09:29,0.3594918,,2/25/20 09:29,0.0043839,,2/25/20 09:30,67.49277496,,2/25/20 09:29,0.0349522,,2/25/20 09:29,0.0120712,,2/25/20 09:29,0.0046526,,2/25/20 09:30,67.49277496,,2/25/20 09:29,0.0031862,,2/25/20 09:29,0.3676181,,2/25/20 09:30,3.139926672
2/25/20 09:39,0.0383088,,2/25/20 09:39,0.0147052,,2/25/20 09:39,0.0032523,,2/25/20 09:39,0.3750506,,2/25/20 09:39,0.0042528,,2/25/20 09:39,67.28865929,,2/25/20 09:39,0.0267944,,2/25/20 09:39,0.0119723,,2/25/20 09:39,0.0051994,,2/25/20 09:39,67.28865929,,2/25/20 09:39,0.0038895,,2/25/20 09:39,0.3520693,,2/25/20 09:39,3.140121937
2/25/20 09:50,0.034584,,2/25/20 09:50,0.0158221,,2/25/20 09:50,0.0038725,,2/25/20 09:50,0.3611542,,2/25/20 09:50,0.0039308,,2/25/20 09:50,67.32267227,,2/25/20 09:50,0.0329264,,2/25/20 09:50,0.0133049,,2/25/20 09:50,0.0051123,,2/25/20 09:50,67.32267227,,2/25/20 09:50,0.0030581,,2/25/20 09:50,0.3707471,,2/25/20 09:50,3.140024424
2/25/20 10:00,0.041069,,2/25/20 10:00,0.0129505,,2/25/20 10:00,0.0031211,,2/25/20 10:00,0.3573384,,2/25/20 10:00,0.0047642,,2/25/20 10:00,67.11855659,,2/25/20 10:00,0.0319999,,2/25/20 10:00,0.0162467,,2/25/20 10:00,0.0046844,,2/25/20 10:00,67.11855659,,2/25/20 10:00,0.0029822,,2/25/20 10:00,0.3461901,,2/25/20 10:00,3.140121937
2/25/20 10:10,0.0355929,,2/25/20 10:10,0.0168044,,2/25/20 10:10,0.0027845,,2/25/20 10:10,0.3708904,,2/25/20 10:10,0.0044984,,2/25/20 10:10,67.32267227,,2/25/20 10:10,0.0312516,,2/25/20 10:10,0.0150388,,2/25/20 10:10,0.0048151,,2/25/20 10:10,67.32267227,,2/25/20 10:10,0.002918,,2/25/20 10:10,0.3810327,,2/25/20 10:10,3.13982892
2/25/20 10:19,0.0347527,,2/25/20 10:19,0.0151282,,2/25/20 10:19,0.0024139,,2/25/20 10:19,0.3728051,,2/25/20 10:19,0.0042755,,2/25/20 10:20,67.22063675,,2/25/20 10:19,0.0305401,,2/25/20 10:19,0.0133019,,2/25/20 10:19,0.0047383,,2/25/20 10:20,67.22063675,,2/25/20 10:19,0.0022421,,2/25/20 10:19,0.3744622,,2/25/20 10:20,3.139926672
2/25/20 10:29,0.0313098,,2/25/20 10:29,0.015582,,2/25/20 10:29,0.0039724,,2/25/20 10:29,0.3506776,,2/25/20 10:29,0.0054126,,2/25/20 10:30,67.39073944,,2/25/20 10:29,0.0313828,,2/25/20 10:29,0.0155516,,2/25/20 10:29,0.0046356,,2/25/20 10:30,67.39073944,,2/25/20 10:29,0.0055471,,2/25/20 10:29,0.360251,,2/25/20 10:30,3.139633656
2/25/20 10:39,0.0345115,,2/25/20 10:39,0.014341,,2/25/20 10:39,0.0035128,,2/25/20 10:39,0.3593046,,2/25/20 10:39,0.0044978,,2/25/20 10:39,67.45876198,,2/25/20 10:39,0.0307002,,2/25/20 10:39,0.0147834,,2/25/20 10:39,0.0040416,,2/25/20 10:39,67.45876198,,2/25/20 10:39,0.004267,,2/25/20 10:39,0.3634461,,2/25/20 10:39,3.139145136
2/25/20 10:49,0.0352113,,2/25/20 10:49,0.0191983,,2/25/20 10:49,0.0034153,,2/25/20 10:49,0.3525572,,2/25/20 10:49,0.0037863,,2/25/20 10:49,67.32267227,,2/25/20 10:49,0.0396883,,2/25/20 10:49,0.0112672,,2/25/20 10:49,0.0055315,,2/25/20 10:49,67.32267227,,2/25/20 10:49,0.0036785,,2/25/20 10:49,0.3753789,,2/25/20 10:49,3.139536142
2/25/20 11:00,0.0336578,,2/25/20 11:00,0.0168636,,2/25/20 11:00,0.0045978,,2/25/20 11:00,0.37031,,2/25/20 11:00,0.0035765,,2/25/20 11:00,67.73094482,,2/25/20 11:00,0.0283015,,2/25/20 11:00,0.0123097,,2/25/20 11:00,0.0049346,,2/25/20 11:00,67.73094482,,2/25/20 11:00,0.0037168,,2/25/20 11:00,0.3690909,,2/25/20 11:00,3.139536142
2/25/20 11:10,0.0363517,,2/25/20 11:10,0.0126046,,2/25/20 11:10,0.0027955,,2/25/20 11:10,0.360327,,2/25/20 11:10,0.0046071,,2/25/20 11:10,67.22063675,,2/25/20 11:10,0.0296672,,2/25/20 11:10,0.0155481,,2/25/20 11:10,0.0043837,,2/25/20 11:10,67.22063675,,2/25/20 11:10,0.002532,,2/25/20 11:10,0.3670019,,2/25/20 11:10,3.139536142
2/25/20 11:20,0.0419287,,2/25/20 11:20,0.015718,,2/25/20 11:20,0.003675,,2/25/20 11:20,0.3656589,,2/25/20 11:20,0.004813,,2/25/20 11:20,67.11855659,,2/25/20 11:20,0.0318379,,2/25/20 11:20,0.0131806,,2/25/20 11:20,0.0048806,,2/25/20 11:20,67.11855659,,2/25/20 11:20,0.0032907,,2/25/20 11:20,0.3685709,,2/25/20 11:20,3.139536142
2/25/20 11:30,0.0329494,,2/25/20 11:30,0.0168802,,2/25/20 11:30,0.0039676,,2/25/20 11:30,0.3731739,,2/25/20 11:30,0.0041902,,2/25/20 11:30,66.98246689,,2/25/20 11:30,0.0313983,,2/25/20 11:30,0.0133805,,2/25/20 11:30,0.0044762,,2/25/20 11:30,66.98246689,,2/25/20 11:30,0.0014802,,2/25/20 11:30,0.3672243,,2/25/20 11:30,3.140024424
2/25/20 11:39,0.0323338,,2/25/20 11:39,0.0117551,,2/25/20 11:39,0.003234,,2/25/20 11:39,0.3601779,,2/25/20 11:39,0.0053409,,2/25/20 11:40,67.28865929,,2/25/20 11:39,0.0319334,,2/25/20 11:39,0.0179195,,2/25/20 11:39,0.0035496,,2/25/20 11:40,67.28865929,,2/25/20 11:39,0.0045289,,2/25/20 11:39,0.3606147,,2/25/20 11:40,3.139633656
2/25/20 11:49,0.0321977,,2/25/20 11:49,0.0142034,,2/25/20 11:49,0.0042051,,2/25/20 11:49,0.3609671,,2/25/20 11:49,0.0043069,,2/25/20 11:50,66.9484539,,2/25/20 11:49,0.0294979,,2/25/20 11:49,0.0121128,,2/25/20 11:49,0.0049859,,2/25/20 11:50,66.9484539,,2/25/20 11:49,0.0031492,,2/25/20 11:49,0.3664428,,2/25/20 11:50,3.139340639
2/25/20 11:59,0.0326785,,2/25/20 11:59,0.0119724,,2/25/20 11:59,0.004756,,2/25/20 11:59,0.3811771,,2/25/20 11:59,0.0046001,,2/25/20 12:00,67.15256958,,2/25/20 11:59,0.0330576,,2/25/20 11:59,0.0127177,,2/25/20 11:59,0.0046061,,2/25/20 12:00,67.15256958,,2/25/20 11:59,0.0027816,,2/25/20 11:59,0.3731096,,2/25/20 12:00,3.139536142
2/25/20 12:10,0.0334317,,2/25/20 12:10,0.0118844,,2/25/20 12:10,0.0026909,,2/25/20 12:10,0.3707873,,2/25/20 12:10,0.0045191,,2/25/20 12:11,67.18657913,,2/25/20 12:10,0.0354646,,2/25/20 12:10,0.0185848,,2/25/20 12:10,0.0037568,,2/25/20 12:11,67.18657913,,2/25/20 12:10,0.0016735,,2/25/20 12:10,0.3425712,,2/25/20 12:11,3.140024424
2/25/20 12:20,0.035042,,2/25/20 12:20,0.0137022,,2/25/20 12:20,0.0044521,,2/25/20 12:20,0.3628167,,2/25/20 12:20,0.0049382,,2/25/20 12:21,66.74433823,,2/25/20 12:20,0.0315278,,2/25/20 12:20,0.0146849,,2/25/20 12:20,0.0053111,,2/25/20 12:21,66.74433823,,2/25/20 12:20,0.0042621,,2/25/20 12:20,0.3548436,,2/25/20 12:21,3.139536142
2/25/20 12:30,0.0352185,,2/25/20 12:30,0.0203241,,2/25/20 12:30,0.0050412,,2/25/20 12:30,0.3644819,,2/25/20 12:30,0.0041452,,2/25/20 12:31,66.98246689,,2/25/20 12:30,0.0291526,,2/25/20 12:30,0.0140502,,2/25/20 12:30,0.0050675,,2/25/20 12:31,66.98246689,,2/25/20 12:30,0.0031805,,2/25/20 12:30,0.3762356,,2/25/20 12:31,3.139438391
2/25/20 12:40,0.0305359,,2/25/20 12:40,0.014207,,2/25/20 12:40,0.0054877,,2/25/20 12:40,0.3574524,,2/25/20 12:40,0.0041793,,2/25/20 12:40,67.05053406,,2/25/20 12:40,0.0264124,,2/25/20 12:40,0.0118507,,2/25/20 12:40,0.0045418,,2/25/20 12:40,67.05053406,,2/25/20 12:40,0.0033658,,2/25/20 12:40,0.3831728,,2/25/20 12:40,3.139243126
2/25/20 12:49,0.0336016,,2/25/20 12:49,0.0117186,,2/25/20 12:49,0.003579,,2/25/20 12:49,0.3622065,,2/25/20 12:49,0.0040296,,2/25/20 12:50,67.35668182,,2/25/20 12:49,0.0279862,,2/25/20 12:49,0.0107068,,2/25/20 12:49,0.0043431,,2/25/20 12:50,67.35668182,,2/25/20 12:49,0.0030605,,2/25/20 12:49,0.3600706,,2/25/20 12:50,3.139536142
2/25/20 12:59,0.040149,,2/25/20 12:59,0.0132434,,2/25/20 12:59,0.0030402,,2/25/20 12:59,0.3875069,,2/25/20 12:59,0.0045823,,2/25/20 13:00,67.2546463,,2/25/20 12:59,0.0327042,,2/25/20 12:59,0.012119,,2/25/20 12:59,0.0040307,,2/25/20 13:00,67.2546463,,2/25/20 12:59,0.002871,,2/25/20 12:59,0.377516,,2/25/20 13:00,3.139536142
2/25/20 13:09,0.0355806,,2/25/20 13:09,0.0161489,,2/25/20 13:09,0.0046732,,2/25/20 13:09,0.3693419,,2/25/20 13:09,0.004697,,2/25/20 13:10,67.35668182,,2/25/20 13:09,0.0290005,,2/25/20 13:09,0.012299,,2/25/20 13:09,0.0052085,,2/25/20 13:10,67.35668182,,2/25/20 13:09,0.0035677,,2/25/20 13:09,0.3708402,,2/25/20 13:10,3.139243126
2/25/20 13:20,0.0333999,,2/25/20 13:20,0.0133158,,2/25/20 13:20,0.003388,,2/25/20 13:20,0.3498559,,2/25/20 13:20,0.0034956,,2/25/20 13:21,67.39073944,,2/25/20 13:20,0.0316642,,2/25/20 13:20,0.0123158,,2/25/20 13:20,0.0042905,,2/25/20 13:21,67.39073944,,2/25/20 13:20,0.0032119,,2/25/20 13:20,0.3750453,,2/25/20 13:21,3.139438391
2/25/20 13:30,0.0311655,,2/25/20 13:30,0.0158557,,2/25/20 13:30,0.0041316,,2/25/20 13:30,0.3755985,,2/25/20 13:30,0.0055301,,2/25/20 13:31,67.22063675,,2/25/20 13:30,0.0303448,,2/25/20 13:30,0.0171026,,2/25/20 13:30,0.0044908,,2/25/20 13:31,67.22063675,,2/25/20 13:30,0.0035337,,2/25/20 13:30,0.3504102,,2/25/20 13:31,3.140219927
2/25/20 13:40,0.0338299,,2/25/20 13:40,0.0162343,,2/25/20 13:40,0.0030961,,2/25/20 13:40,0.3762792,,2/25/20 13:40,0.0037037,,2/25/20 13:40,66.98246689,,2/25/20 13:40,0.0301294,,2/25/20 13:40,0.013273,,2/25/20 13:40,0.0042718,,2/25/20 13:40,66.98246689,,2/25/20 13:40,0.0021236,,2/25/20 13:40,0.3650031,,2/25/20 13:40,3.139438391
2/25/20 13:49,0.0340853,,2/25/20 13:49,0.0111548,,2/25/20 13:49,0.0023781,,2/25/20 13:49,0.3747225,,2/25/20 13:49,0.0041471,,2/25/20 13:50,67.42474899,,2/25/20 13:49,0.0291326,,2/25/20 13:49,0.0133037,,2/25/20 13:49,0.003979,,2/25/20 13:50,67.42474899,,2/25/20 13:49,0.0030214,,2/25/20 13:49,0.3790309,,2/25/20 13:50,3.138754606
2/25/20 13:59,0.0369728,,2/25/20 13:59,0.0175253,,2/25/20 13:59,0.0038498,,2/25/20 13:59,0.3718315,,2/25/20 13:59,0.0045546,,2/25/20 14:00,67.73094482,,2/25/20 13:59,0.0277996,,2/25/20 13:59,0.0140436,,2/25/20 13:59,0.0043197,,2/25/20 14:00,67.73094482,,2/25/20 13:59,0.0029302,,2/25/20 13:59,0.3709454,,2/25/20 14:00,3.138949871
2/25/20 14:09,0.029111,,2/25/20 14:09,0.011639,,2/25/20 14:09,0.0045668,,2/25/20 14:09,0.3552177,,2/25/20 14:09,0.0041107,,2/25/20 14:10,67.59485168,,2/25/20 14:09,0.0299329,,2/25/20 14:09,0.0135023,,2/25/20 14:09,0.0047588,,2/25/20 14:10,67.59485168,,2/25/20 14:09,0.0018356,,2/25/20 14:09,0.3782013,,2/25/20 14:10,3.138949871
2/25/20 14:19,0.0372044,,2/25/20 14:19,0.0145022,,2/25/20 14:19,0.0063215,,2/25/20 14:19,0.3734261,,2/25/20 14:19,0.0037931,,2/25/20 14:21,67.39073944,,2/25/20 14:19,0.0260088,,2/25/20 14:19,0.0134879,,2/25/20 14:19,0.0050237,,2/25/20 14:21,67.39073944,,2/25/20 14:19,0.0018889,,2/25/20 14:19,0.3708432,,2/25/20 14:21,3.139340639
2/25/20 14:30,0.0354716,,2/25/20 14:30,0.0156231,,2/25/20 14:30,0.0029754,,2/25/20 14:30,0.3842688,,2/25/20 14:30,0.0045348,,2/25/20 14:30,67.59485168,,2/25/20 14:30,0.027608,,2/25/20 14:30,0.0123003,,2/25/20 14:30,0.004965,,2/25/20 14:30,67.59485168,,2/25/20 14:30,0.0029345,,2/25/20 14:30,0.3676151,,2/25/20 14:30,3.139731407
2/25/20 14:40,0.035163,,2/25/20 14:40,0.0153695,,2/25/20 14:40,0.0042436,,2/25/20 14:40,0.374153,,2/25/20 14:40,0.0047828,,2/25/20 14:40,67.49277496,,2/25/20 14:40,0.0361287,,2/25/20 14:40,0.013502,,2/25/20 14:40,0.0054799,,2/25/20 14:40,67.49277496,,2/25/20 14:40,0.0039967,,2/25/20 14:40,0.3687422,,2/25/20 14:40,3.138949871
2/25/20 14:50,0.0340559,,2/25/20 14:50,0.0185899,,2/25/20 14:50,0.0044038,,2/25/20 14:50,0.3632263,,2/25/20 14:50,0.0048819,,2/25/20 14:50,67.66287766,,2/25/20 14:50,0.037116,,2/25/20 14:50,0.0163423,,2/25/20 14:50,0.0055024,,2/25/20 14:50,67.66287766,,2/25/20 14:50,0.0069329,,2/25/20 14:50,0.3664458,,2/25/20 14:50,3.138949871
2/25/20 14:59,0.0324944,,2/25/20 14:59,0.0152334,,2/25/20 14:59,0.005315,,2/25/20 14:59,0.3631828,,2/25/20 14:59,0.0045521,,2/25/20 15:00,67.73094482,,2/25/20 14:59,0.026945,,2/25/20 14:59,0.0152224,,2/25/20 14:59,0.005154,,2/25/20 15:00,67.73094482,,2/25/20 14:59,0.0025206,,2/25/20 14:59,0.3630854,,2/25/20 15:00,3.138754606
2/25/20 15:09,0.033693,,2/25/20 15:09,0.0186433,,2/25/20 15:09,0.0037577,,2/25/20 15:09,0.3634892,,2/25/20 15:09,0.004006,,2/25/20 15:10,68.13917618,,2/25/20 15:09,0.0323623,,2/25/20 15:09,0.0111367,,2/25/20 15:09,0.0047973,,2/25/20 15:10,68.13917618,,2/25/20 15:09,0.0046306,,2/25/20 15:09,0.3584656,,2/25/20 15:10,3.139047623
2/25/20 15:19,0.0328977,,2/25/20 15:19,0.0170182,,2/25/20 15:19,0.003704,,2/25/20 15:19,0.3781342,,2/25/20 15:19,0.0046508,,2/25/20 15:20,68.20720215,,2/25/20 15:19,0.0326259,,2/25/20 15:19,0.0161428,,2/25/20 15:19,0.0051362,,2/25/20 15:20,68.20720215,,2/25/20 15:19,0.0023791,,2/25/20 15:19,0.3605365,,2/25/20 15:20,3.138656855
2/25/20 15:29,0.0372645,,2/25/20 15:29,0.0147412,,2/25/20 15:29,0.0038097,,2/25/20 15:29,0.3677716,,2/25/20 15:29,0.0046046,,2/25/20 15:29,68.30927887,,2/25/20 15:29,0.0278133,,2/25/20 15:29,0.0118029,,2/25/20 15:29,0.0044913,,2/25/20 15:29,68.30927887,,2/25/20 15:29,0.0044077,,2/25/20 15:29,0.3685859,,2/25/20 15:29,3.138363838
2/25/20 15:40,0.0315909,,2/25/20 15:40,0.012344,,2/25/20 15:40,0.0034625,,2/25/20 15:40,0.3603678,,2/25/20 15:40,0.0052662,,,,,2/25/20 15:40,0.0363933,,2/25/20 15:40,0.0151914,,2/25/20 15:40,0.0040322,,,,,2/25/20 15:40,0.0029639,,2/25/20 15:40,0.3552945,,,
2/25/20 15:50,0.0434834,,2/25/20 15:50,0.0145458,,2/25/20 15:50,0.0033076,,2/25/20 15:50,0.3696456,,2/25/20 15:50,0.0041046,,2/25/20 15:50,68.17318573,,2/25/20 15:50,0.0316341,,2/25/20 15:50,0.0154643,,2/25/20 15:50,0.0045112,,2/25/20 15:50,68.17318573,,2/25/20 15:50,0.004179,,2/25/20 15:50,0.361841,,2/25/20 15:50,3.138559341
2/25/20 16:00,0.0352666,,2/25/20 16:00,0.0153406,,2/25/20 16:00,0.0053591,,2/25/20 16:00,0.3729841,,2/25/20 16:00,0.0040296,,2/25/20 16:00,68.03709602,,2/25/20 16:00,0.0261276,,2/25/20 16:00,0.0129375,,2/25/20 16:00,0.0049299,,2/25/20 16:00,68.03709602,,2/25/20 16:00,0.0030085,,2/25/20 16:00,0.357128,,2/25/20 16:00,3.138559341
2/25/20 16:09,0.0342188,,2/25/20 16:09,0.01515,,2/25/20 16:09,0.0045269,,2/25/20 16:09,0.3627571,,2/25/20 16:09,0.0046575,,2/25/20 16:10,68.17318573,,2/25/20 16:09,0.0323188,,2/25/20 16:09,0.0174104,,2/25/20 16:09,0.0050247,,2/25/20 16:10,68.17318573,,2/25/20 16:09,0.0036401,,2/25/20 16:09,0.3615194,,2/25/20 16:10,3.138656855
2/25/20 16:19,0.0393276,,2/25/20 16:19,0.0162972,,2/25/20 16:19,0.0046511,,2/25/20 16:19,0.3729217,,2/25/20 16:19,0.0040149,,2/25/20 16:20,68.2412529,,2/25/20 16:19,0.0316432,,2/25/20 16:19,0.01247,,2/25/20 16:19,0.0053566,,2/25/20 16:20,68.2412529,,2/25/20 16:19,0.0031179,,2/25/20 16:19,0.3546242,,2/25/20 16:20,3.138754606
2/25/20 16:29,0.0341925,,2/25/20 16:29,0.0175568,,2/25/20 16:29,0.0057743,,2/25/20 16:29,0.3594864,,2/25/20 16:29,0.0048996,,2/25/20 16:29,68.41135559,,2/25/20 16:29,0.0319046,,2/25/20 16:29,0.0132986,,2/25/20 16:29,0.0042373,,2/25/20 16:29,68.41135559,,2/25/20 16:29,0.0032637,,2/25/20 16:29,0.3637076,,2/25/20 16:29,3.138363838
2/25/20 16:40,0.03876,,2/25/20 16:40,0.0134862,,2/25/20 16:40,0.0025411,,2/25/20 16:40,0.3706789,,2/25/20 16:40,0.0047713,,2/25/20 16:40,68.27526588,,2/25/20 16:40,0.0339716,,2/25/20 16:40,0.0167648,,2/25/20 16:40,0.0049724,,2/25/20 16:40,68.27526588,,2/25/20 16:40,0.0035045,,2/25/20 16:40,0.3582191,,2/25/20 16:40,3.138754606
2/25/20 16:50,0.0302331,,2/25/20 16:50,0.0133684,,2/25/20 16:50,0.0047723,,2/25/20 16:50,0.3589249,,2/25/20 16:50,0.0043216,,2/25/20 16:50,68.17318573,,2/25/20 16:50,0.0300024,,2/25/20 16:50,0.0125025,,2/25/20 16:50,0.00483,,2/25/20 16:50,68.17318573,,2/25/20 16:50,0.0029442,,2/25/20 16:50,0.368637,,2/25/20 16:50,3.138949871
2/25/20 17:00,0.0313064,,2/25/20 17:00,0.0143461,,2/25/20 17:00,0.0040255,,2/25/20 17:00,0.3805018,,2/25/20 17:00,0.0042201,,2/25/20 17:00,68.54740753,,2/25/20 17:00,0.0287921,,2/25/20 17:00,0.0140704,,2/25/20 17:00,0.0049952,,2/25/20 17:00,68.54740753,,2/25/20 17:00,0.0036115,,2/25/20 17:00,0.3709094,,2/25/20 17:00,3.138363838
2/25/20 17:10,0.0356605,,2/25/20 17:10,0.0176226,,2/25/20 17:10,0.0061445,,2/25/20 17:10,0.3668577,,2/25/20 17:10,0.0042472,,2/25/20 17:10,68.51339111,,2/25/20 17:10,0.0331446,,2/25/20 17:10,0.0134361,,2/25/20 17:10,0.005658,,2/25/20 17:10,68.51339111,,2/25/20 17:10,0.0020571,,2/25/20 17:10,0.353473,,2/25/20 17:10,3.138266325
2/25/20 17:19,0.0314594,,2/25/20 17:19,0.0130184,,2/25/20 17:19,0.0026038,,2/25/20 17:19,0.3728267,,2/25/20 17:19,0.0044236,,2/25/20 17:20,68.51339111,,2/25/20 17:19,0.0324524,,2/25/20 17:19,0.012154,,2/25/20 17:19,0.0048872,,2/25/20 17:20,68.51339111,,2/25/20 17:19,0.002554,,2/25/20 17:19,0.3760823,,2/25/20 17:20,3.139047623
2/25/20 17:29,0.0305904,,2/25/20 17:29,0.0136897,,2/25/20 17:29,0.0033007,,2/25/20 17:29,0.3568747,,2/25/20 17:29,0.0041169,,2/25/20 17:29,68.95568008,,2/25/20 17:29,0.0293098,,2/25/20 17:29,0.016607,,2/25/20 17:29,0.0044152,,2/25/20 17:29,68.95568008,,2/25/20 17:29,0.003101,,2/25/20 17:29,0.347176,,2/25/20 17:29,3.138363838
2/25/20 17:39,0.0332049,,2/25/20 17:39,0.0174411,,2/25/20 17:39,0.0054429,,2/25/20 17:39,0.3793953,,2/25/20 17:39,0.0044134,,2/25/20 17:40,68.88761292,,2/25/20 17:39,0.0304672,,2/25/20 17:39,0.0180456,,2/25/20 17:39,0.0054232,,2/25/20 17:40,68.88761292,,2/25/20 17:39,0.006252,,2/25/20 17:39,0.3559407,,2/25/20 17:40,3.13846159
2/25/20 17:49,0.036043,,2/25/20 17:49,0.0150976,,2/25/20 17:49,0.0054082,,2/25/20 17:49,0.3748771,,2/25/20 17:49,0.0042777,,2/25/20 17:50,69.49999771,,2/25/20 17:49,0.0300589,,2/25/20 17:49,0.0135751,,2/25/20 17:49,0.005027,,2/25/20 17:50,69.49999771,,2/25/20 17:49,0.0023476,,2/25/20 17:49,0.3589976,,2/25/20 17:50,3.138266325
2/25/20 18:00,0.0325356,,2/25/20 18:00,0.0130278,,2/25/20 18:00,0.0030441,,2/25/20 18:00,0.3587894,,2/25/20 18:00,0.0046599,,2/25/20 18:01,68.47938156,,2/25/20 18:00,0.0293672,,2/25/20 18:00,0.0140433,,2/25/20 18:00,0.0045078,,2/25/20 18:01,68.47938156,,2/25/20 18:00,0.005778,,2/25/20 18:00,0.3693885,,2/25/20 18:01,3.137875319
2/25/20 18:10,0.0310057,,2/25/20 18:10,0.0174509,,2/25/20 18:10,0.0065057,,2/25/20 18:10,0.3675709,,2/25/20 18:10,0.0042648,,2/25/20 18:11,69.46598816,,2/25/20 18:10,0.0308118,,2/25/20 18:10,0.0131083,,2/25/20 18:10,0.004873,,2/25/20 18:11,69.46598816,,2/25/20 18:10,0.0046079,,2/25/20 18:10,0.3736115,,2/25/20 18:11,3.13846159
2/25/20 18:20,0.0331866,,2/25/20 18:20,0.0134668,,2/25/20 18:20,0.0034512,,2/25/20 18:20,0.3794496,,2/25/20 18:20,0.0042171,,2/25/20 18:20,69.87421951,,2/25/20 18:20,0.0333049,,2/25/20 18:20,0.0173023,,2/25/20 18:20,0.0046502,,2/25/20 18:20,69.87421951,,2/25/20 18:20,0.0029717,,2/25/20 18:20,0.3750633,,2/25/20 18:20,3.138559341
2/25/20 18:29,0.0410833,,2/25/20 18:29,0.0136011,,2/25/20 18:29,0.0042969,,2/25/20 18:29,0.3675194,,2/25/20 18:29,0.0037588,,2/25/20 18:30,69.29588547,,2/25/20 18:29,0.0325785,,2/25/20 18:29,0.0119066,,2/25/20 18:29,0.0048452,,2/25/20 18:30,69.29588547,,2/25/20 18:29,0.0020567,,2/25/20 18:29,0.3603021,,2/25/20 18:30,3.13846159
2/25/20 18:39,0.0326779,,2/25/20 18:39,0.0174386,,2/25/20 18:39,0.0031621,,2/25/20 18:39,0.3597819,,2/25/20 18:39,0.0040378,,2/25/20 18:40,69.80619354,,2/25/20 18:39,0.027107,,2/25/20 18:39,0.0148074,,2/25/20 18:39,0.0050304,,2/25/20 18:40,69.80619354,,2/25/20 18:39,0.0026686,,2/25/20 18:39,0.3768547,,2/25/20 18:40,3.138363838
2/25/20 18:49,0.0381609,,2/25/20 18:49,0.0141602,,2/25/20 18:49,0.0032504,,2/25/20 18:49,0.3589032,,2/25/20 18:49,0.0046682,,2/25/20 18:50,69.77218399,,2/25/20 18:49,0.0343718,,2/25/20 18:49,0.0131157,,2/25/20 18:49,0.0046601,,2/25/20 18:50,69.77218399,,2/25/20 18:49,0.0043141,,2/25/20 18:49,0.3538638,,2/25/20 18:50,3.13797307
